LOT_ID,Model,Machine,CZ_Concentration,Press1_Temp,Press1_Time,Press1_Pressure,Press2_Temp,Press2_Time,Press2_Pressure,Press3_Temp,Press3_Time,Press3_Pressure,Cure_Temp,Cure_Time,Anneal_Time,Anneal_Temp
LOT000822,MODEL_B,PRESS_03,9.954,99.363,29.999,4.421,99.656,58.726,9.945,99.591,29.879,7.298,148.896,58.839,93.25,199.82
LOT000823,MODEL_A,PRESS_03,10.191,99.041,28.623,4.865,101.05,59.07,10.443,100.412,30.891,7.464,150.035,63.987,93.122,202.787
LOT000824,MODEL_B,PRESS_01,10.1,98.982,29.66,4.809,101.325,60.84,9.844,100.394,30.555,6.868,151.901,62.334,86.131,199.504
LOT000825,MODEL_B,PRESS_02,10.003,100.994,30.607,5.315,101.473,60.88,10.136,98.208,31.059,6.85,151.103,59.402,91.139,199.028
LOT000826,MODEL_A,PRESS_02,9.834,101.129,29.33,4.98,98.357,57.326,9.44,99.563,29.697,6.648,151.474,61.35,99.564,201.52
LOT000827,MODEL_C,PRESS_01,10.038,99.463,30.673,5.041,100.483,60.567,9.737,99.263,30.909,7.156,151.584,60.437,84.239,202.031
LOT000828,MODEL_C,PRESS_03,10.169,97.864,30.032,4.993,100.27,61.106,10.102,100.882,29.308,6.996,149.453,63.486,96.403,198.941
LOT000829,MODEL_C,PRESS_01,10.072,99.325,29.782,4.29,99.949,58.819,9.804,99.302,29.542,6.519,151.056,59.741,98.437,199.064
LOT000830,MODEL_A,PRESS_02,10.028,100.548,31.194,4.334,100.067,58.616,9.88,99.539,30.13,7.972,149.367,60.449,91.172,201.442
LOT000831,MODEL_A,PRESS_01,9.867,99.933,28.262,4.894,101.286,60.883,9.495,99.504,30.85,6.407,150.992,58.406,81.807,200.5
LOT000832,MODEL_A,PRESS_01,10.145,100.18,29.325,5.093,101.039,54.854,10.218,100.791,29.453,6.52,152.045,59.731,98.713,200.538
LOT000833,MODEL_B,PRESS_03,9.478,99.477,31.232,4.922,100.897,60.004,9.553,100.969,30.695,7.313,152.59,54.518,96.107,200.394
LOT000834,MODEL_A,PRESS_01,10.064,101.014,31.83,4.712,100.207,63.269,10.514,100.494,30.231,7.219,150.991,60.519,93.656,199.916
LOT000835,MODEL_C,PRESS_01,10.428,100.343,32.286,4.92,102.271,54.807,9.772,101.106,30.337,6.762,150.657,62.007,89.651,201.671
LOT000836,MODEL_C,PRESS_03,9.749,100.586,30.05,4.891,99.599,61.646,10.267,101.235,29.145,6.74,152.313,63.384,97.716,202.314
LOT000837,MODEL_C,PRESS_03,9.96,100.159,30.458,5.26,98.384,61.089,10.234,98.19,29.615,7.153,148.559,60.962,84.333,198.284
LOT000838,MODEL_A,PRESS_01,9.999,100.524,30.817,5.241,99.735,57.124,9.672,100.592,29.906,7.126,152.41,59.269,95.714,201.479
LOT000839,MODEL_A,PRESS_01,9.923,100.459,31.275,4.816,100.058,61.041,9.808,99.63,30.337,6.765,150.218,58.357,87.855,199.927
LOT000840,MODEL_C,PRESS_03,10.173,99.072,30.313,4.983,101.303,62.003,9.848,98.743,29.193,7.331,150.23,59.049,78.824,197.857
LOT000841,MODEL_A,PRESS_03,10.079,100.373,30.926,5.092,99.489,57.647,9.87,99.68,28.708,7.191,149.248,56.803,83.303,198.459
LOT000842,MODEL_B,PRESS_03,10.025,100.792,30.46,5.142,100.491,58.586,9.567,100.731,27.867,7.445,148.045,59.496,92.693,199.318
LOT000843,MODEL_C,PRESS_02,10.133,101.155,30.522,5.551,98.523,60.052,10.178,101.455,30.746,6.983,152.453,57.549,91.481,201.764
LOT000844,MODEL_A,PRESS_01,10.003,100.416,29.082,4.991,101.081,61.955,9.77,98.655,30.944,7.27,150.673,58.806,92.955,198.276
LOT000845,MODEL_A,PRESS_03,10.53,99.035,29.671,5.39,100.068,58.918,9.962,100.618,27.99,6.924,149.385,59.591,87.553,196.999
LOT000846,MODEL_A,PRESS_01,10.025,99.189,29.477,4.613,99.719,59.916,10.335,101.966,30.076,7.18,150.583,60.659,91.407,199.559
LOT000847,MODEL_A,PRESS_01,10.033,99.565,28.811,4.787,102.132,58.67,10.191,101.831,29.623,7.119,149.439,56.698,94.17,199.204
LOT000848,MODEL_A,PRESS_03,9.715,100.189,28.348,4.288,101.07,60.049,9.793,96.547,31.217,7.283,147.159,59.314,105.733,201.784
LOT000849,MODEL_C,PRESS_02,9.909,99.878,29.576,5.05,98.96,62.093,10.347,102.179,29.79,7.173,149.703,61.372,87.386,200.428
LOT000850,MODEL_B,PRESS_01,10.191,98.876,29.736,5.216,99.891,60.212,10.222,100.961,30.546,6.37,147.655,62.799,96.832,201.187
LOT000851,MODEL_C,PRESS_01,9.777,98.87,30.105,4.148,102.736,59.285,9.765,97.693,29.575,6.791,150.396,59.851,94.311,199.344
LOT000852,MODEL_C,PRESS_02,9.64,97.901,30.556,5.063,101.979,59.934,9.829,99.234,29.313,7.028,152.643,64.394,90.818,197.971
LOT000853,MODEL_C,PRESS_01,10.005,96.881,30.188,5.201,100.923,58.399,10.334,101.258,30.767,7.155,148.931,61.401,81.324,202.187
LOT000854,MODEL_A,PRESS_03,10.228,99.868,29.743,5.182,98.153,58.011,10.26,100.36,31.078,7.275,151.318,60.123,99.266,199.017
LOT000855,MODEL_A,PRESS_02,10.007,102.32,29.085,4.601,101.332,62.407,9.499,99.426,28.731,7.183,148.933,62.487,91.659,201.079
LOT000856,MODEL_C,PRESS_02,9.944,101.797,30.877,5.258,99.365,63.275,9.665,100.066,31.142,6.765,149.966,58.986,86.061,199.387
LOT000857,MODEL_A,PRESS_02,9.69,99.022,29.898,5.003,101.324,56.417,10.232,100.546,29.025,7.306,148.537,57.904,84.104,201.096
LOT000858,MODEL_A,PRESS_02,10.075,100.15,29.566,5.197,99.277,61.164,9.609,99.421,27.668,6.73,151.032,61.858,91.74,200.503
LOT000859,MODEL_C,PRESS_02,10.11,98.535,29.814,4.958,100.489,61.718,10.268,99.873,30.011,7.421,152.244,61.061,83.747,200.214
LOT000860,MODEL_C,PRESS_03,9.703,98.688,29.267,5.127,99.36,57.577,10.645,100.897,30.507,7.443,150.321,62.088,86.209,200.689
LOT000861,MODEL_C,PRESS_02,10.189,98.803,29.469,5.37,99.637,59.056,10.124,99.299,28.484,6.997,150.893,62.042,86.057,199.598
LOT000862,MODEL_C,PRESS_02,10.128,99.775,29.438,4.932,100.622,58.846,9.692,98.643,28.017,6.784,150.889,64.021,90.308,197.159
LOT000863,MODEL_A,PRESS_02,10.189,99.818,29.713,5.095,98.681,63.802,10.059,99.363,29.505,6.768,149.586,57.097,94.003,200.481
LOT000864,MODEL_C,PRESS_01,10.097,100.253,30.656,5.417,102.372,63.305,10.345,99.111,29.371,6.635,152.179,59.291,87.882,201.909
LOT000865,MODEL_C,PRESS_03,10.109,100.663,30.407,4.956,98.973,58.158,10.033,99.395,31.37,6.692,149.137,59.424,88.583,199.926
LOT000866,MODEL_C,PRESS_02,10.087,99.663,31.547,4.625,98.917,57.082,10.161,98.273,30.012,6.94,147.379,62.333,90.722,199.477
LOT000867,MODEL_C,PRESS_03,10.145,100.036,31.212,5.225,100.625,61.546,9.734,100.236,30.735,6.814,148.464,60.745,85.01,200.435
LOT000868,MODEL_C,PRESS_03,9.697,98.906,31.956,5.478,101.292,61.088,9.759,100.868,30.21,6.463,151.026,62.341,86.085,201.632
LOT000869,MODEL_B,PRESS_03,9.75,98.656,30.559,5.43,99.676,62.488,10.302,99.188,31.569,6.839,149.355,60.566,86.884,199.532
LOT000870,MODEL_A,PRESS_03,9.877,98.501,30.543,5.238,98.929,57.882,9.763,99.348,29.108,7.031,150.155,59.963,91.92,197.509
LOT000871,MODEL_B,PRESS_03,9.978,100.649,29.513,4.219,99.078,61.447,9.138,99.813,29.912,6.887,149.602,61.361,100.725,200.263
LOT000872,MODEL_A,PRESS_02,10.065,99.662,30.826,4.788,98.97,58.536,9.898,99.089,28.431,6.702,150.301,60.523,81.695,200.608
LOT000873,MODEL_A,PRESS_03,10.054,98.129,29.344,4.805,100.308,61.246,10.105,100.984,30.811,6.203,151.822,60.78,91.594,200.29
LOT000874,MODEL_A,PRESS_01,10.186,99.937,28.53,5.015,99.93,59.926,10.353,99.111,31.114,7.382,152.543,61.304,88.47,199.176
LOT000875,MODEL_C,PRESS_03,10.191,98.751,31.526,5.563,100.426,63.801,10.549,99.474,30.873,6.987,148.384,60.867,88.868,200.557
LOT000876,MODEL_B,PRESS_01,9.855,101.66,28.751,4.64,100.365,60.895,10.028,99.237,29.875,7.107,151.553,61.965,86.747,199.615
LOT000877,MODEL_B,PRESS_03,10.04,99.421,30.439,5.747,100.824,59.372,10.22,101.007,28.511,7.06,150.328,60.104,97.608,199.271
LOT000878,MODEL_C,PRESS_01,9.859,100.682,29.12,4.873,99.59,60.276,10.04,99.769,29.914,7.166,147.961,60.339,73.828,199.524
LOT000879,MODEL_B,PRESS_02,9.969,101.089,31.127,4.744,99.262,59.799,10.118,101.993,29.322,7.08,150.824,57.998,82.429,200.288
LOT000880,MODEL_B,PRESS_01,10.054,99.045,31.263,5.282,100.156,57.691,9.938,100.354,30.923,7.033,153.081,61.966,97.267,200.468
LOT000881,MODEL_A,PRESS_01,9.432,100.076,30.529,5.308,99.945,63.85,10.129,101.158,29.573,7.254,148.77,63.423,97.766,199.144
LOT000882,MODEL_C,PRESS_03,10.402,100.553,31.246,5.217,100.253,63.197,9.757,99.676,29.552,7.326,149.619,56.396,101.733,200.332
LOT000883,MODEL_B,PRESS_03,10.094,100.116,30.007,4.744,99.288,59.647,10.66,99.057,32.174,7.461,147.323,61.282,92.044,200.636
LOT000884,MODEL_A,PRESS_01,9.901,100.361,32.234,5.167,100.642,61.4,9.203,99.967,30.799,6.723,149.805,59.708,93.215,200.929
LOT000885,MODEL_C,PRESS_01,10.321,98.67,30.746,4.655,98.822,64.103,10.19,99.321,31.076,7.083,150.267,59.631,77.579,200.803
LOT000886,MODEL_C,PRESS_03,9.942,100.554,29.099,4.734,99.56,62.474,10.107,98.001,29.488,6.465,153.29,61.255,90.02,202.171
LOT000887,MODEL_A,PRESS_03,10.022,99.514,30.07,4.968,101.129,59.385,10.124,101.014,28.9,6.84,148.443,59.941,93.73,201.144
LOT000888,MODEL_A,PRESS_01,9.919,100.349,29.847,4.727,98.869,59.824,9.606,100.033,31.067,6.934,151.607,60.785,86.747,203.34
LOT000889,MODEL_A,PRESS_02,10.275,100.92,29.75,5.351,101.05,56.565,9.441,99.3,31.492,7.247,150.501,59.281,89.385,201.719
LOT000890,MODEL_A,PRESS_01,9.983,100.669,28.343,4.807,98.591,61.55,10.202,100.376,28.714,6.961,153.723,63.01,98.215,201.666
LOT000891,MODEL_A,PRESS_03,10.025,100.349,30.387,4.927,98.415,62.486,10.447,100.047,29.483,7.224,150.292,59.534,99.712,197.956
LOT000892,MODEL_C,PRESS_02,10.201,100.642,28.614,4.707,98.506,62.499,10.073,101.41,29.086,6.885,149.914,58.478,91.669,201.261
LOT000893,MODEL_B,PRESS_01,10.098,100.688,27.475,5.346,100.117,61.402,10.268,100.433,30.481,6.807,151.411,60.694,89.661,201.418
LOT000894,MODEL_C,PRESS_01,9.991,101.496,29.656,4.778,100.73,60.705,9.847,99.843,31.086,6.733,150.815,58.33,94.859,199.926
LOT000895,MODEL_C,PRESS_02,10.185,99.966,29.244,5.381,101.293,58.004,10.111,100.693,29.632,7.23,151.559,60.47,87.537,196.587
LOT000896,MODEL_B,PRESS_03,10.423,100.164,29.138,5.356,101.213,60.639,10.409,99.964,29.629,6.874,150.935,63.294,96.96,196.118
LOT000897,MODEL_B,PRESS_01,10.053,100.932,26.897,4.851,100.863,58.737,9.895,100.184,28.043,6.191,147.541,59.91,86.501,199.534
LOT000898,MODEL_A,PRESS_03,10.019,99.51,29.149,5.01,99.168,61.05,10.395,101.226,29.046,7.212,150.87,57.291,95.0,199.103
LOT000899,MODEL_A,PRESS_02,10.028,98.665,29.826,4.842,99.159,58.472,9.455,98.831,31.507,6.69,150.831,59.17,89.869,197.514
LOT000900,MODEL_B,PRESS_03,10.218,100.493,29.366,5.182,100.788,61.038,9.796,99.137,30.493,7.064,148.767,61.625,85.872,200.645
LOT000901,MODEL_A,PRESS_03,9.9,99.794,30.387,4.935,101.421,62.646,10.182,99.581,30.926,6.624,150.483,60.214,92.395,198.111
LOT000902,MODEL_A,PRESS_01,9.954,98.792,31.393,4.861,98.969,60.754,10.634,99.727,29.635,7.005,146.94,61.403,87.385,197.224
LOT000903,MODEL_A,PRESS_01,9.744,100.501,30.516,5.015,101.294,60.657,10.005,101.157,29.727,6.043,150.426,58.735,96.629,203.439
LOT000904,MODEL_C,PRESS_03,9.803,101.431,31.026,4.473,98.08,61.826,9.655,98.585,30.019,6.989,151.141,59.176,83.371,200.841
LOT000905,MODEL_B,PRESS_01,9.914,98.37,31.109,4.975,100.39,63.541,10.627,99.971,30.324,6.708,151.599,61.267,91.498,199.29
LOT000906,MODEL_C,PRESS_01,9.991,101.022,28.981,5.217,99.896,59.785,9.958,99.449,31.376,6.577,151.168,63.222,85.119,197.646
LOT000907,MODEL_B,PRESS_02,10.295,97.463,30.439,5.046,99.796,61.042,10.222,101.7,29.327,7.255,148.523,59.225,98.008,198.524
LOT000908,MODEL_A,PRESS_03,10.089,99.6,30.995,5.317,100.031,63.022,9.889,100.884,29.862,6.96,147.558,60.075,94.765,198.962
LOT000909,MODEL_B,PRESS_03,9.848,101.841,29.564,4.874,99.146,61.339,10.047,100.239,29.207,6.919,151.569,62.2,89.701,199.094
LOT000910,MODEL_A,PRESS_02,9.879,99.672,29.209,4.847,100.446,55.995,9.813,100.969,28.032,6.759,150.675,60.262,89.898,199.462
LOT000911,MODEL_C,PRESS_01,10.229,100.09,30.53,4.628,100.061,58.569,10.753,98.681,30.92,7.298,150.822,61.276,101.229,198.032
LOT000912,MODEL_A,PRESS_02,10.188,100.763,28.518,4.865,100.935,61.502,10.397,102.028,31.747,6.855,152.802,58.52,95.061,198.544
LOT000913,MODEL_B,PRESS_03,10.005,98.284,28.912,5.655,101.59,59.2,10.589,99.158,30.765,7.496,147.321,60.007,84.961,197.148
LOT000914,MODEL_C,PRESS_01,9.926,100.072,29.333,5.092,100.127,62.881,9.737,101.257,30.23,7.41,153.005,58.757,96.231,196.7
LOT000915,MODEL_B,PRESS_02,10.187,100.064,30.451,4.805,99.181,63.716,9.392,100.552,31.853,7.475,149.063,56.629,86.248,197.441
LOT000916,MODEL_B,PRESS_01,9.834,101.862,30.219,4.665,98.862,58.82,9.902,100.264,30.459,7.323,151.375,58.231,91.02,198.984
LOT000917,MODEL_B,PRESS_01,10.065,98.764,31.032,4.467,101.698,57.935,10.839,101.215,30.803,6.798,149.978,60.896,76.012,199.487
LOT000918,MODEL_C,PRESS_01,10.379,99.618,29.078,4.723,101.57,59.278,9.893,100.997,30.141,7.017,149.424,61.104,95.433,200.776
LOT000919,MODEL_A,PRESS_03,10.034,99.072,29.025,5.253,100.887,59.162,10.351,100.107,30.294,6.932,147.485,61.537,85.536,200.692
LOT000920,MODEL_B,PRESS_03,9.871,98.966,30.524,4.858,100.06,63.072,9.658,99.578,29.867,7.279,148.879,61.018,88.616,201.04
LOT000921,MODEL_C,PRESS_01,10.068,101.127,29.201,4.681,100.815,57.929,9.724,100.123,30.833,6.996,150.778,59.556,80.713,199.492
LOT000922,MODEL_B,PRESS_03,9.922,100.027,29.396,4.717,101.304,61.485,9.973,99.897,28.909,6.919,150.592,56.334,91.203,201.092
LOT000923,MODEL_B,PRESS_02,9.768,99.444,28.143,5.216,99.382,62.776,10.703,100.354,30.419,7.553,151.587,57.712,90.47,196.428
LOT000924,MODEL_A,PRESS_03,10.117,99.482,30.291,4.973,100.03,61.638,10.367,101.021,29.147,6.891,148.847,62.209,81.504,201.006
LOT000925,MODEL_A,PRESS_03,10.186,99.437,31.541,4.791,98.894,60.873,9.316,100.469,30.51,6.792,151.245,58.316,90.217,199.934
LOT000926,MODEL_C,PRESS_01,9.948,99.526,28.971,4.897,99.871,59.676,10.222,100.185,32.394,6.866,150.11,59.851,88.232,201.603
LOT000927,MODEL_B,PRESS_03,9.937,98.736,31.022,5.735,101.544,63.698,9.617,99.346,30.7,7.357,151.055,60.126,98.16,195.533
LOT000928,MODEL_A,PRESS_02,9.84,99.741,29.941,5.407,101.079,59.509,9.773,100.325,31.174,7.063,150.855,57.23,85.277,201.52
LOT000929,MODEL_B,PRESS_01,9.975,99.641,28.235,5.49,100.135,61.897,10.17,98.304,30.902,7.153,149.214,60.664,93.193,197.29
LOT000930,MODEL_B,PRESS_01,9.906,99.242,29.105,4.416,97.307,59.683,10.466,99.202,27.674,7.079,150.42,63.056,80.197,201.865
LOT000931,MODEL_B,PRESS_03,9.831,100.155,29.044,4.95,99.344,56.317,10.45,100.606,29.868,6.269,150.768,59.962,90.533,198.595
LOT000932,MODEL_C,PRESS_02,10.315,100.24,29.683,4.785,100.102,59.461,10.111,100.885,30.448,6.644,151.311,59.461,92.384,200.692
LOT000933,MODEL_A,PRESS_02,10.078,99.443,30.42,5.181,99.784,59.687,10.115,99.979,27.911,6.907,152.509,57.683,92.716,199.856
LOT000934,MODEL_B,PRESS_01,10.095,99.856,31.849,5.353,100.033,59.713,10.449,100.201,29.716,7.105,148.943,59.452,89.208,201.691
LOT000935,MODEL_B,PRESS_03,10.147,102.159,28.569,5.109,100.243,58.679,9.475,100.37,29.921,6.672,148.056,61.083,101.545,200.252
LOT000936,MODEL_C,PRESS_01,10.129,102.12,29.515,4.709,99.466,61.252,10.609,100.681,28.768,6.662,152.144,59.987,87.596,202.617
LOT000937,MODEL_A,PRESS_01,9.931,98.946,29.104,4.78,99.992,61.474,9.755,99.799,29.03,6.896,147.856,59.121,93.212,198.8
LOT000938,MODEL_A,PRESS_02,10.045,99.086,28.732,5.207,99.851,59.388,10.087,99.017,31.337,7.442,151.723,62.012,87.901,198.275
LOT000939,MODEL_B,PRESS_03,9.955,98.941,30.095,5.24,99.297,59.372,9.835,100.387,26.419,6.282,148.485,59.477,84.414,198.911
LOT000940,MODEL_B,PRESS_01,10.073,101.057,30.001,5.047,101.846,57.899,9.615,101.958,30.271,6.116,148.951,59.144,82.082,201.056
LOT000941,MODEL_C,PRESS_01,10.057,99.601,28.186,5.043,99.524,60.509,10.154,99.078,31.164,7.578,149.868,60.282,83.904,201.125
LOT000942,MODEL_B,PRESS_02,9.936,100.24,30.018,5.017,97.746,62.756,10.079,99.873,29.973,6.49,147.581,62.614,94.029,197.855
LOT000943,MODEL_C,PRESS_01,9.778,101.997,28.795,5.09,101.783,62.757,9.965,99.614,31.409,6.865,148.383,59.691,98.847,198.587
LOT000944,MODEL_B,PRESS_02,10.024,99.99,30.012,5.239,99.154,58.802,9.949,102.413,29.573,6.5,147.211,58.229,94.008,200.481
LOT000945,MODEL_A,PRESS_01,9.966,100.706,31.269,5.21,100.9,63.982,10.509,99.039,29.095,6.899,151.115,61.092,87.767,202.076
LOT000946,MODEL_A,PRESS_01,9.685,100.52,30.463,5.008,99.319,59.276,10.731,99.84,29.991,6.955,149.981,59.336,85.811,198.829
LOT000947,MODEL_C,PRESS_01,10.085,99.412,30.178,4.984,100.569,57.968,10.418,99.635,29.618,7.537,150.024,61.11,91.095,197.622
LOT000948,MODEL_A,PRESS_03,10.161,101.059,29.471,4.971,99.952,57.276,10.092,98.746,29.428,7.24,149.898,55.903,83.058,201.672
LOT000949,MODEL_C,PRESS_03,10.421,99.15,30.067,4.74,101.0,57.847,9.454,98.691,29.82,6.572,149.971,60.074,95.892,197.086
LOT000950,MODEL_A,PRESS_02,9.935,101.34,30.563,4.736,99.786,60.667,10.209,100.568,29.208,6.364,149.197,59.503,92.463,200.9
LOT000951,MODEL_A,PRESS_02,9.91,99.413,30.464,5.181,99.345,59.485,10.224,100.709,29.162,7.167,151.594,58.081,83.548,196.386
LOT000952,MODEL_A,PRESS_03,9.815,99.522,29.901,4.762,100.257,58.736,10.257,99.44,28.878,6.827,147.061,57.574,99.942,199.799
LOT000953,MODEL_B,PRESS_01,10.035,98.912,30.217,5.271,99.618,58.305,9.62,101.409,30.417,6.759,147.596,59.44,81.959,199.411
LOT000954,MODEL_B,PRESS_02,10.034,99.076,28.683,4.983,98.071,57.828,10.283,97.749,29.001,7.395,152.264,57.861,90.345,198.696
LOT000955,MODEL_C,PRESS_03,9.865,99.573,29.266,5.273,99.398,58.22,10.521,98.742,28.758,6.415,150.445,54.068,95.558,202.399
LOT000956,MODEL_B,PRESS_03,9.971,97.569,30.708,5.212,102.869,62.031,9.672,99.175,28.926,6.878,146.626,57.649,94.896,199.861
LOT000957,MODEL_B,PRESS_01,9.67,99.767,30.842,5.281,98.179,63.607,10.228,99.991,30.206,7.21,150.532,57.563,85.833,199.72
LOT000958,MODEL_B,PRESS_03,10.154,99.492,30.094,4.841,100.241,63.73,9.729,99.549,30.669,6.607,147.351,60.059,87.251,199.572
LOT000959,MODEL_C,PRESS_02,9.872,100.79,31.479,5.136,99.757,61.374,9.965,99.799,30.751,7.433,152.167,57.622,83.628,198.72
LOT000960,MODEL_B,PRESS_03,9.994,100.423,30.508,5.246,101.836,59.015,9.684,100.485,30.214,6.663,151.533,59.999,91.459,203.046
LOT000961,MODEL_A,PRESS_01,9.762,99.292,29.767,4.483,98.889,58.664,9.883,101.457,30.536,6.977,153.495,58.094,95.467,199.372
LOT000962,MODEL_B,PRESS_02,9.903,99.541,28.78,5.567,100.101,61.512,9.886,100.802,29.945,6.769,149.502,61.565,77.271,203.091
LOT000963,MODEL_C,PRESS_03,9.953,99.765,31.439,5.755,100.686,59.507,10.137,100.056,30.456,6.087,147.972,60.749,93.706,198.624
LOT000964,MODEL_A,PRESS_01,9.998,101.486,30.77,5.316,99.821,60.824,10.297,99.92,30.44,6.86,149.099,59.4,86.72,200.03
LOT000965,MODEL_C,PRESS_03,10.08,99.178,31.798,5.269,99.232,63.861,10.405,101.101,29.27,7.264,149.137,60.288,89.38,199.203
LOT000966,MODEL_B,PRESS_01,10.24,99.28,32.167,5.196,99.978,60.434,9.783,101.884,28.924,6.655,150.643,61.15,82.901,198.661
LOT000967,MODEL_B,PRESS_03,10.122,98.871,28.713,4.892,99.691,64.556,10.12,100.638,31.352,6.791,146.947,60.122,85.875,199.685
LOT000968,MODEL_A,PRESS_02,10.16,98.518,28.716,4.963,99.688,57.746,9.634,99.51,30.125,6.828,149.991,60.282,103.282,202.775
LOT000969,MODEL_C,PRESS_01,10.241,100.307,27.137,5.321,100.931,60.895,9.963,100.259,31.052,7.179,148.309,55.785,87.745,202.146
LOT000970,MODEL_A,PRESS_01,10.095,100.203,30.918,4.676,100.403,60.627,10.014,100.58,28.9,6.88,149.145,58.963,89.927,200.041
LOT000971,MODEL_A,PRESS_03,9.994,101.283,30.656,4.646,100.552,58.032,9.692,99.445,29.594,7.008,152.305,58.443,83.901,197.722
LOT000972,MODEL_B,PRESS_01,10.168,101.041,30.098,4.868,100.33,61.603,10.186,100.866,28.623,7.012,151.671,62.102,107.219,200.537
LOT000973,MODEL_B,PRESS_02,10.179,102.397,28.774,5.219,100.96,63.062,9.948,100.264,30.646,6.826,151.216,59.219,93.106,199.118
LOT000974,MODEL_B,PRESS_01,10.108,99.926,29.911,4.711,101.304,64.405,10.051,101.165,29.386,7.563,151.061,58.651,89.857,198.392
LOT000975,MODEL_A,PRESS_03,9.758,99.739,30.185,4.925,99.713,60.823,10.408,99.023,29.446,6.658,149.559,61.162,96.136,201.064
LOT000976,MODEL_A,PRESS_02,9.86,98.7,30.783,4.964,100.819,56.2,9.857,98.259,31.956,7.234,149.919,56.962,92.367,197.866
LOT000977,MODEL_A,PRESS_03,9.954,100.697,30.273,4.663,98.704,60.954,10.283,99.607,30.666,7.425,147.379,59.828,88.853,200.173
LOT000978,MODEL_B,PRESS_01,10.13,100.119,30.664,4.187,97.747,61.484,10.481,100.024,30.654,6.954,147.944,56.047,89.145,200.744
LOT000979,MODEL_B,PRESS_01,9.996,100.651,29.876,4.658,101.826,59.53,10.461,98.199,28.798,7.02,150.211,58.559,79.738,201.098
LOT000980,MODEL_B,PRESS_02,10.189,98.861,31.181,5.087,99.667,60.43,9.937,99.392,28.142,7.177,148.134,59.074,87.563,197.862
LOT000981,MODEL_B,PRESS_02,10.219,100.352,30.632,5.162,100.252,59.033,9.676,101.284,30.971,6.876,151.15,62.914,86.631,202.787
LOT000982,MODEL_C,PRESS_03,10.2,100.205,28.813,5.165,98.775,59.733,9.763,100.533,27.76,6.368,149.917,59.702,92.14,200.444
LOT000983,MODEL_B,PRESS_03,10.201,100.139,31.389,5.203,98.729,62.035,9.471,100.138,29.498,6.917,149.504,58.219,88.588,199.955
LOT000984,MODEL_B,PRESS_03,9.827,99.317,31.226,4.791,99.287,62.778,10.229,98.944,29.188,7.549,148.989,59.733,94.572,197.745
LOT000985,MODEL_B,PRESS_01,10.08,101.189,30.465,4.72,100.643,57.459,10.249,101.25,29.075,7.19,150.751,62.881,90.665,198.581
LOT000986,MODEL_B,PRESS_01,9.899,102.05,30.281,5.125,99.483,58.977,10.039,99.583,29.559,7.026,151.13,55.891,84.392,199.357
LOT000987,MODEL_B,PRESS_03,9.725,98.89,31.659,4.929,99.664,56.823,9.541,100.095,28.944,7.252,148.533,61.545,99.925,199.904
LOT000988,MODEL_A,PRESS_02,9.952,100.72,28.367,5.302,99.255,63.677,9.878,100.407,28.784,6.952,149.126,60.759,87.423,200.524
LOT000989,MODEL_A,PRESS_03,10.221,97.122,31.241,5.127,101.166,61.742,10.46,100.171,30.255,7.01,149.686,59.767,93.695,199.361
LOT000990,MODEL_C,PRESS_02,10.077,100.669,29.524,5.428,100.869,55.998,10.203,101.492,31.066,6.856,150.535,59.379,81.259,202.363
LOT000991,MODEL_B,PRESS_01,10.336,98.13,31.095,4.845,99.516,59.871,10.261,100.575,28.264,7.159,150.514,62.874,95.134,199.319
LOT000992,MODEL_B,PRESS_02,10.03,99.475,30.12,5.356,100.684,59.433,11.103,100.338,30.196,6.821,149.83,61.437,79.094,200.272
LOT000993,MODEL_A,PRESS_03,10.408,98.687,28.757,5.678,99.755,58.488,10.109,99.914,30.541,6.895,151.18,57.925,102.914,201.845
LOT000994,MODEL_B,PRESS_02,10.03,99.784,29.503,5.018,99.662,62.073,9.28,100.432,30.447,7.293,149.774,60.045,94.565,199.034
LOT000995,MODEL_B,PRESS_01,10.004,100.839,31.022,5.166,99.95,62.027,9.633,99.79,29.779,6.935,147.672,62.49,88.55,197.671
LOT000996,MODEL_B,PRESS_01,9.787,98.143,29.79,4.69,100.643,60.539,10.102,100.189,29.403,7.188,152.229,61.076,93.809,199.259
LOT000997,MODEL_B,PRESS_03,10.185,99.641,29.379,5.298,99.108,58.717,10.006,99.658,30.759,7.216,151.633,60.525,81.551,201.471
LOT000998,MODEL_B,PRESS_03,9.916,99.487,29.372,5.376,100.502,58.734,9.943,99.501,30.335,6.974,147.705,57.394,88.651,200.064
LOT000999,MODEL_C,PRESS_03,9.892,101.581,30.642,4.835,102.498,60.088,9.949,99.084,28.106,6.883,150.298,64.627,94.966,201.077
LOT001000,MODEL_B,PRESS_01,10.214,100.432,31.751,5.195,100.183,59.086,9.739,99.729,29.779,6.56,152.168,61.443,93.82,197.762
LOT001001,MODEL_C,PRESS_02,10.193,98.823,27.859,5.093,100.036,59.988,10.125,99.663,30.055,6.635,149.493,63.567,89.948,197.26
LOT001002,MODEL_C,PRESS_03,10.189,99.529,32.801,5.13,99.916,61.116,10.465,101.829,28.906,7.203,151.286,60.603,92.104,200.918
LOT001003,MODEL_B,PRESS_02,9.94,101.556,30.204,5.271,100.478,56.933,10.577,100.992,29.757,7.197,151.851,59.964,97.204,200.534
