LOT_ID,Model,Machine,Defect,Delam_Panel_Count,Yield,Violation_Count,Abnormal_LOT
LOT001246,MODEL_C,PRESS_01,Normal,0,98.07,0,False
LOT001247,MODEL_C,PRESS_03,Normal,0,99.37,0,False
LOT001248,MODEL_B,PRESS_02,Normal,0,98.44,0,False
LOT001249,MODEL_A,PRESS_01,Normal,0,98.47,0,False
LOT001250,MODEL_C,PRESS_01,Normal,0,98.27,0,False
LOT001251,MODEL_A,PRESS_03,Normal,0,96.93,0,False
LOT001252,MODEL_B,PRESS_01,Normal,0,97.93,0,False
LOT001253,MODEL_A,PRESS_01,Delamination,1,0.0,1,True
LOT001254,MODEL_C,PRESS_02,Normal,0,98.92,0,False
LOT001255,MODEL_B,PRESS_01,Normal,0,98.48,0,False
LOT001256,MODEL_A,PRESS_01,Normal,0,98.88,0,False
LOT001257,MODEL_A,PRESS_02,Normal,0,97.3,0,False
LOT001258,MODEL_B,PRESS_03,Normal,0,97.83,0,False
LOT001259,MODEL_B,PRESS_03,Normal,0,100.0,0,False
LOT001260,MODEL_C,PRESS_03,Normal,0,98.99,0,False
LOT001261,MODEL_A,PRESS_01,Normal,0,99.45,0,False
LOT001262,MODEL_C,PRESS_02,Normal,0,98.31,0,False
LOT001263,MODEL_B,PRESS_01,Normal,0,99.22,0,False
LOT001264,MODEL_C,PRESS_03,Normal,0,99.19,0,False
LOT001265,MODEL_A,PRESS_02,Delamination,1,0.0,1,True
LOT001266,MODEL_A,PRESS_01,Normal,0,98.81,0,False
LOT001267,MODEL_A,PRESS_03,Delamination,1,0.0,1,True
LOT001268,MODEL_B,PRESS_01,Normal,0,97.97,0,False
LOT001269,MODEL_C,PRESS_01,Normal,0,98.71,0,False
LOT001270,MODEL_A,PRESS_03,Delamination,1,0.0,1,True
LOT001271,MODEL_B,PRESS_02,Normal,0,98.79,0,False
LOT001272,MODEL_A,PRESS_03,Normal,0,98.89,0,False
LOT001273,MODEL_C,PRESS_02,Normal,0,99.54,0,False
LOT001274,MODEL_C,PRESS_03,Delamination,1,0.0,1,True
LOT001275,MODEL_C,PRESS_02,Normal,0,97.72,0,False
LOT001276,MODEL_C,PRESS_01,Normal,0,98.58,0,False
LOT001277,MODEL_B,PRESS_01,Normal,0,98.47,0,False
LOT001278,MODEL_C,PRESS_03,Normal,0,98.51,0,False
LOT001279,MODEL_A,PRESS_01,Delamination,1,0.0,1,True
LOT001280,MODEL_C,PRESS_02,Delamination,1,0.0,1,True
LOT001281,MODEL_C,PRESS_01,Normal,0,99.57,0,False
LOT001282,MODEL_C,PRESS_01,Normal,0,99.34,0,False
LOT001283,MODEL_B,PRESS_02,Normal,0,98.03,0,False
LOT001284,MODEL_C,PRESS_01,Normal,0,98.71,0,False
LOT001285,MODEL_B,PRESS_02,Normal,0,98.9,0,False
LOT001286,MODEL_A,PRESS_03,Normal,0,99.83,0,False
LOT001287,MODEL_C,PRESS_01,Normal,0,98.66,0,False
LOT001288,MODEL_A,PRESS_01,Normal,0,98.91,0,False
LOT001289,MODEL_A,PRESS_01,Normal,0,98.18,0,False
LOT001290,MODEL_B,PRESS_03,Normal,0,98.89,0,False
LOT001291,MODEL_A,PRESS_02,Normal,0,97.75,0,False
LOT001292,MODEL_C,PRESS_02,Normal,0,98.05,0,False
LOT001293,MODEL_B,PRESS_01,Normal,0,99.39,0,False
LOT001294,MODEL_A,PRESS_03,Normal,0,99.11,0,False
LOT001295,MODEL_C,PRESS_01,Normal,0,99.46,0,False
LOT001296,MODEL_B,PRESS_03,Delamination,1,0.0,1,True
LOT001297,MODEL_A,PRESS_01,Normal,0,99.17,0,False
LOT001298,MODEL_C,PRESS_03,Normal,0,98.68,0,False
LOT001299,MODEL_B,PRESS_01,Delamination,2,0.0,1,True
LOT001300,MODEL_A,PRESS_01,Normal,0,98.13,0,False
LOT001301,MODEL_C,PRESS_02,Normal,0,98.52,0,False
LOT001302,MODEL_B,PRESS_01,Normal,0,98.47,0,False
LOT001303,MODEL_C,PRESS_01,Normal,0,99.11,0,False
LOT001304,MODEL_C,PRESS_02,Normal,0,97.89,0,False
LOT001305,MODEL_B,PRESS_01,Normal,0,98.11,0,False
LOT001306,MODEL_C,PRESS_02,Delamination,1,0.0,1,True
LOT001307,MODEL_A,PRESS_03,Normal,0,97.47,0,False
LOT001308,MODEL_A,PRESS_01,Delamination,1,0.0,1,True
LOT001309,MODEL_B,PRESS_02,Normal,0,99.11,0,False
LOT001310,MODEL_C,PRESS_01,Normal,0,98.65,0,False
LOT001311,MODEL_B,PRESS_02,Normal,0,97.79,0,False
LOT001312,MODEL_B,PRESS_01,Normal,0,98.41,0,False
LOT001313,MODEL_C,PRESS_01,Normal,0,99.0,0,False
LOT001314,MODEL_C,PRESS_01,Normal,0,98.06,0,False
LOT001315,MODEL_C,PRESS_03,Normal,0,97.35,0,False
LOT001316,MODEL_A,PRESS_01,Normal,0,98.83,0,False
LOT001317,MODEL_C,PRESS_03,Normal,0,98.72,0,False
LOT001318,MODEL_B,PRESS_03,Normal,0,98.16,0,False
LOT001319,MODEL_B,PRESS_02,Normal,0,100.0,0,False
LOT001320,MODEL_B,PRESS_01,Normal,0,97.93,0,False
LOT001321,MODEL_A,PRESS_03,Delamination,1,0.0,1,True
LOT001322,MODEL_A,PRESS_03,Normal,0,98.97,0,False
LOT001323,MODEL_B,PRESS_01,Normal,0,98.76,0,False
LOT001324,MODEL_C,PRESS_03,Normal,0,100.0,0,False
LOT001325,MODEL_C,PRESS_03,Normal,0,99.32,0,False
LOT001326,MODEL_A,PRESS_01,Normal,0,98.04,0,False
LOT001327,MODEL_C,PRESS_01,Normal,0,98.11,0,False
LOT001328,MODEL_A,PRESS_03,Normal,0,97.97,0,False
LOT001329,MODEL_C,PRESS_01,Normal,0,98.72,0,False
LOT001330,MODEL_B,PRESS_02,Normal,0,98.01,0,False
LOT001331,MODEL_B,PRESS_01,Normal,0,97.03,0,False
LOT001332,MODEL_C,PRESS_03,Delamination,1,0.0,1,True
LOT001333,MODEL_B,PRESS_01,Normal,0,99.16,0,False
LOT001334,MODEL_C,PRESS_01,Normal,0,99.46,0,False
LOT001335,MODEL_B,PRESS_01,Delamination,1,0.0,1,True
LOT001336,MODEL_C,PRESS_01,Normal,0,98.43,0,False
LOT001337,MODEL_B,PRESS_02,Delamination,1,0.0,1,True
LOT001338,MODEL_A,PRESS_01,Normal,0,99.88,0,False
LOT001339,MODEL_C,PRESS_03,Delamination,1,0.0,1,True
LOT001340,MODEL_B,PRESS_02,Normal,0,98.54,0,False
LOT001341,MODEL_B,PRESS_01,Normal,0,99.74,0,False
LOT001342,MODEL_A,PRESS_03,Normal,0,98.07,0,False
LOT001343,MODEL_A,PRESS_02,Normal,0,99.05,0,False
LOT001344,MODEL_B,PRESS_03,Normal,0,96.36,0,False
LOT001345,MODEL_A,PRESS_01,Delamination,1,0.0,1,True
LOT001346,MODEL_C,PRESS_03,Normal,0,96.95,0,False
LOT001347,MODEL_C,PRESS_02,Delamination,1,0.0,1,True
LOT001348,MODEL_C,PRESS_03,Normal,0,97.96,0,False
LOT001349,MODEL_C,PRESS_02,Normal,0,98.98,0,False
LOT001350,MODEL_B,PRESS_03,Normal,0,98.11,0,False
LOT001351,MODEL_A,PRESS_02,Normal,0,98.17,0,False
LOT001352,MODEL_B,PRESS_01,Normal,0,98.05,0,False
LOT001353,MODEL_B,PRESS_01,Normal,0,98.91,0,False
LOT001354,MODEL_C,PRESS_03,Normal,0,98.76,0,False
LOT001355,MODEL_A,PRESS_03,Normal,0,97.9,0,False
LOT001356,MODEL_B,PRESS_02,Normal,0,98.46,0,False
LOT001357,MODEL_B,PRESS_03,Normal,0,98.04,0,False
LOT001358,MODEL_A,PRESS_01,Normal,0,98.19,0,False
LOT001359,MODEL_A,PRESS_01,Normal,0,98.18,0,False
LOT001360,MODEL_B,PRESS_02,Normal,0,98.13,0,False
LOT001361,MODEL_A,PRESS_02,Normal,0,99.01,0,False
LOT001362,MODEL_A,PRESS_03,Normal,0,99.0,0,False
LOT001363,MODEL_B,PRESS_03,Normal,0,97.42,0,False
LOT001364,MODEL_A,PRESS_01,Normal,0,98.36,0,False
LOT001365,MODEL_B,PRESS_03,Normal,0,100.0,0,False
LOT001366,MODEL_A,PRESS_02,Normal,0,99.43,0,False
LOT001367,MODEL_A,PRESS_03,Normal,0,100.0,0,False
LOT001368,MODEL_B,PRESS_01,Normal,0,97.83,0,False
LOT001369,MODEL_C,PRESS_01,Normal,0,98.27,0,False
LOT001370,MODEL_B,PRESS_01,Normal,0,97.93,0,False
LOT001371,MODEL_C,PRESS_03,Normal,0,98.55,0,False
LOT001372,MODEL_B,PRESS_01,Delamination,1,0.0,1,True
LOT001373,MODEL_B,PRESS_03,Normal,0,98.89,0,False
LOT001374,MODEL_B,PRESS_03,Normal,0,98.21,0,False
LOT001375,MODEL_C,PRESS_01,Normal,0,98.07,0,False
LOT001376,MODEL_C,PRESS_03,Normal,0,97.9,0,False
LOT001377,MODEL_C,PRESS_01,Normal,0,98.41,0,False
LOT001378,MODEL_C,PRESS_01,Delamination,1,0.0,1,True
LOT001379,MODEL_B,PRESS_02,Normal,0,99.05,0,False
LOT001380,MODEL_B,PRESS_01,Normal,0,99.42,0,False
LOT001381,MODEL_C,PRESS_01,Normal,0,98.78,0,False
LOT001382,MODEL_A,PRESS_01,Delamination,1,0.0,1,True
LOT001383,MODEL_B,PRESS_02,Normal,0,97.53,0,False
LOT001384,MODEL_C,PRESS_01,Normal,0,99.24,0,False
LOT001385,MODEL_B,PRESS_01,Delamination,1,0.0,1,True
LOT001386,MODEL_A,PRESS_02,Normal,0,99.77,0,False
LOT001387,MODEL_B,PRESS_02,Normal,0,100.0,0,False
LOT001388,MODEL_A,PRESS_03,Normal,0,97.72,0,False
LOT001389,MODEL_C,PRESS_01,Normal,0,99.18,0,False
LOT001390,MODEL_C,PRESS_02,Normal,0,98.28,0,False
LOT001391,MODEL_A,PRESS_03,Normal,0,98.2,0,False
LOT001392,MODEL_B,PRESS_02,Normal,0,98.28,0,False
LOT001393,MODEL_C,PRESS_01,Delamination,1,0.0,1,True
LOT001394,MODEL_C,PRESS_02,Normal,0,98.43,0,False
LOT001395,MODEL_A,PRESS_02,Normal,0,98.24,0,False
LOT001396,MODEL_B,PRESS_01,Normal,0,98.87,0,False
LOT001397,MODEL_B,PRESS_02,Normal,0,99.03,0,False
LOT001398,MODEL_B,PRESS_01,Delamination,1,0.0,1,True
LOT001399,MODEL_A,PRESS_02,Normal,0,98.92,0,False
LOT001400,MODEL_A,PRESS_03,Normal,0,98.48,0,False
LOT001401,MODEL_C,PRESS_02,Normal,0,99.03,0,False
LOT001402,MODEL_A,PRESS_03,Normal,0,99.25,0,False
LOT001403,MODEL_A,PRESS_01,Normal,0,98.96,0,False
LOT001404,MODEL_A,PRESS_03,Normal,0,98.92,0,False
LOT001405,MODEL_A,PRESS_03,Normal,0,100.0,0,False
LOT001406,MODEL_A,PRESS_03,Delamination,1,0.0,1,True
LOT001407,MODEL_B,PRESS_03,Normal,0,99.18,0,False
LOT001408,MODEL_C,PRESS_02,Normal,0,98.66,0,False
LOT001409,MODEL_A,PRESS_02,Normal,0,97.38,0,False
LOT001410,MODEL_A,PRESS_03,Normal,0,97.34,0,False
LOT001411,MODEL_A,PRESS_03,Normal,0,97.23,0,False
LOT001412,MODEL_B,PRESS_02,Normal,0,98.57,0,False
LOT001413,MODEL_A,PRESS_01,Normal,0,97.42,0,False
LOT001414,MODEL_C,PRESS_01,Normal,0,98.48,0,False
LOT001415,MODEL_B,PRESS_01,Normal,0,98.65,0,False
LOT001416,MODEL_C,PRESS_01,Normal,0,98.2,0,False
LOT001417,MODEL_B,PRESS_01,Normal,0,98.36,0,False
LOT001418,MODEL_B,PRESS_01,Normal,0,99.19,0,False
LOT001419,MODEL_C,PRESS_03,Normal,0,97.92,0,False
LOT001420,MODEL_B,PRESS_01,Normal,0,98.59,0,False
LOT001421,MODEL_C,PRESS_02,Delamination,1,0.0,1,True
LOT001422,MODEL_C,PRESS_02,Normal,0,98.72,0,False
LOT001423,MODEL_B,PRESS_01,Normal,0,99.46,0,False
LOT001424,MODEL_C,PRESS_03,Normal,0,99.1,0,False
LOT001425,MODEL_A,PRESS_03,Normal,0,98.37,0,False
LOT001426,MODEL_C,PRESS_03,Normal,0,98.25,0,False
LOT001427,MODEL_C,PRESS_03,Normal,0,99.72,0,False
LOT001428,MODEL_C,PRESS_02,Delamination,1,0.0,1,True
LOT001429,MODEL_A,PRESS_03,Normal,0,98.59,0,False
LOT001430,MODEL_C,PRESS_01,Normal,0,99.0,0,False
LOT001431,MODEL_B,PRESS_03,Normal,0,98.15,0,False
LOT001432,MODEL_A,PRESS_03,Normal,0,98.44,0,False
LOT001433,MODEL_A,PRESS_01,Normal,0,98.03,0,False
LOT001434,MODEL_B,PRESS_02,Normal,0,99.16,0,False
LOT001435,MODEL_A,PRESS_02,Normal,0,97.88,0,False
LOT001436,MODEL_A,PRESS_01,Normal,0,98.18,0,False
LOT001437,MODEL_B,PRESS_03,Normal,0,98.82,0,False
LOT001438,MODEL_B,PRESS_01,Delamination,1,0.0,1,True
LOT001439,MODEL_A,PRESS_01,Delamination,1,0.0,1,True
LOT001440,MODEL_C,PRESS_01,Delamination,1,0.0,1,True
LOT001441,MODEL_C,PRESS_03,Normal,0,98.64,0,False
LOT001442,MODEL_B,PRESS_01,Normal,0,98.63,0,False
LOT001443,MODEL_C,PRESS_02,Normal,0,99.89,0,False
LOT001444,MODEL_B,PRESS_03,Delamination,1,0.0,1,True
LOT001445,MODEL_A,PRESS_01,Normal,0,97.44,0,False
LOT001446,MODEL_A,PRESS_03,Normal,0,99.35,0,False
LOT001447,MODEL_C,PRESS_01,Normal,0,98.05,0,False
LOT001448,MODEL_C,PRESS_03,Normal,0,98.59,0,False
LOT001449,MODEL_C,PRESS_01,Normal,0,98.14,0,False
LOT001450,MODEL_A,PRESS_01,Normal,0,98.93,0,False
LOT001451,MODEL_A,PRESS_03,Normal,0,98.74,0,False
LOT001452,MODEL_A,PRESS_03,Normal,0,98.24,0,False
LOT001453,MODEL_A,PRESS_03,Normal,0,98.51,0,False
LOT001454,MODEL_A,PRESS_03,Normal,0,98.16,0,False
LOT001455,MODEL_B,PRESS_02,Normal,0,98.54,0,False
LOT001456,MODEL_A,PRESS_01,Delamination,1,0.0,1,True
LOT001457,MODEL_C,PRESS_01,Delamination,1,0.0,1,True
LOT001458,MODEL_B,PRESS_02,Normal,0,98.3,0,False
LOT001459,MODEL_A,PRESS_02,Normal,0,98.18,0,False
LOT001460,MODEL_B,PRESS_02,Normal,0,97.24,0,False
LOT001461,MODEL_C,PRESS_01,Normal,0,97.74,0,False
LOT001462,MODEL_A,PRESS_02,Normal,0,98.92,0,False
LOT001463,MODEL_A,PRESS_01,Normal,0,98.39,0,False
LOT001464,MODEL_A,PRESS_01,Normal,0,98.27,0,False
LOT001465,MODEL_C,PRESS_01,Normal,0,99.01,0,False
LOT001466,MODEL_A,PRESS_02,Normal,0,99.42,0,False
LOT001467,MODEL_B,PRESS_02,Normal,0,97.91,0,False
LOT001468,MODEL_B,PRESS_01,Delamination,1,0.0,1,True
LOT001469,MODEL_C,PRESS_02,Normal,0,97.04,0,False
LOT001470,MODEL_A,PRESS_01,Normal,0,99.17,0,False
LOT001471,MODEL_C,PRESS_01,Normal,0,100.0,0,False
LOT001472,MODEL_C,PRESS_01,Normal,0,98.25,0,False
LOT001473,MODEL_B,PRESS_02,Normal,0,98.24,0,False
LOT001474,MODEL_A,PRESS_03,Normal,0,98.44,0,False
LOT001475,MODEL_C,PRESS_01,Normal,0,98.67,0,False
LOT001476,MODEL_A,PRESS_01,Normal,0,98.7,0,False
LOT001477,MODEL_B,PRESS_01,Normal,0,98.7,0,False
LOT001478,MODEL_B,PRESS_02,Normal,0,97.53,0,False
LOT001479,MODEL_A,PRESS_03,Normal,0,98.46,0,False
LOT001480,MODEL_B,PRESS_01,Normal,0,98.95,0,False
LOT001481,MODEL_A,PRESS_02,Delamination,1,0.0,1,True
LOT001482,MODEL_A,PRESS_03,Normal,0,97.55,0,False
LOT001483,MODEL_A,PRESS_03,Delamination,1,0.0,1,True
LOT001484,MODEL_A,PRESS_02,Normal,0,98.62,0,False
LOT001485,MODEL_B,PRESS_03,Normal,0,98.94,0,False
LOT001486,MODEL_C,PRESS_03,Normal,0,99.05,0,False
LOT001487,MODEL_A,PRESS_03,Normal,0,97.89,0,False
LOT001488,MODEL_A,PRESS_01,Normal,0,97.18,0,False
LOT001489,MODEL_A,PRESS_01,Normal,0,99.6,0,False
LOT001490,MODEL_B,PRESS_01,Delamination,1,0.0,1,True
LOT001491,MODEL_A,PRESS_03,Normal,0,98.19,0,False
LOT001492,MODEL_B,PRESS_02,Normal,0,99.03,0,False
LOT001493,MODEL_A,PRESS_01,Normal,0,98.7,0,False
LOT001494,MODEL_A,PRESS_02,Normal,0,98.37,0,False
LOT001495,MODEL_B,PRESS_01,Delamination,2,0.0,1,True
LOT001496,MODEL_B,PRESS_03,Normal,0,98.04,0,False
LOT001497,MODEL_B,PRESS_02,Delamination,1,0.0,1,True
LOT001498,MODEL_C,PRESS_03,Normal,0,98.6,0,False
LOT001499,MODEL_B,PRESS_01,Normal,0,98.09,0,False
LOT001500,MODEL_C,PRESS_02,Normal,0,98.62,0,False
LOT001501,MODEL_B,PRESS_01,Normal,0,98.29,0,False
LOT001502,MODEL_A,PRESS_03,Normal,0,98.01,0,False
LOT001503,MODEL_A,PRESS_02,Normal,0,98.35,0,False
LOT001504,MODEL_A,PRESS_02,Normal,0,97.43,0,False
LOT001505,MODEL_B,PRESS_02,Normal,0,97.43,0,False
LOT001506,MODEL_A,PRESS_01,Normal,0,98.32,0,False
LOT001507,MODEL_C,PRESS_03,Normal,0,98.77,0,False
LOT001508,MODEL_B,PRESS_02,Normal,0,97.33,0,False
LOT001509,MODEL_C,PRESS_03,Delamination,1,0.0,1,True
LOT001510,MODEL_C,PRESS_01,Normal,0,98.16,0,False
LOT001511,MODEL_B,PRESS_01,Normal,0,98.77,0,False
LOT001512,MODEL_A,PRESS_03,Normal,0,98.66,0,False
LOT001513,MODEL_C,PRESS_01,Normal,0,99.18,0,False
LOT001514,MODEL_A,PRESS_01,Normal,0,98.4,0,False
LOT001515,MODEL_A,PRESS_03,Normal,0,97.35,0,False
LOT001516,MODEL_C,PRESS_01,Normal,0,99.93,0,False
LOT001517,MODEL_B,PRESS_01,Normal,0,98.57,0,False
LOT001518,MODEL_A,PRESS_02,Normal,0,98.61,0,False
LOT001519,MODEL_B,PRESS_01,Normal,0,98.4,0,False
LOT001520,MODEL_B,PRESS_01,Delamination,2,0.0,1,True
LOT001521,MODEL_C,PRESS_01,Normal,0,97.64,0,False
LOT001522,MODEL_C,PRESS_01,Normal,0,97.53,0,False
LOT001523,MODEL_A,PRESS_01,Normal,0,98.01,0,False
LOT001524,MODEL_A,PRESS_03,Normal,0,98.77,0,False
LOT001525,MODEL_B,PRESS_01,Normal,0,97.99,0,False
LOT001526,MODEL_A,PRESS_01,Normal,0,97.97,0,False
LOT001527,MODEL_A,PRESS_01,Normal,0,97.72,0,False
LOT001528,MODEL_A,PRESS_02,Normal,0,99.1,0,False
LOT001529,MODEL_A,PRESS_03,Normal,0,98.75,0,False
LOT001530,MODEL_C,PRESS_02,Normal,0,99.06,0,False
LOT001531,MODEL_A,PRESS_01,Delamination,1,0.0,1,True
LOT001532,MODEL_A,PRESS_01,Normal,0,98.45,0,False
LOT001533,MODEL_C,PRESS_02,Normal,0,99.03,0,False
LOT001534,MODEL_A,PRESS_01,Normal,0,97.93,0,False
LOT001535,MODEL_C,PRESS_03,Normal,0,99.2,0,False
LOT001536,MODEL_A,PRESS_03,Normal,0,98.8,0,False
LOT001537,MODEL_A,PRESS_02,Normal,0,99.4,0,False
LOT001538,MODEL_A,PRESS_03,Normal,0,99.16,0,False
LOT001539,MODEL_C,PRESS_01,Normal,0,97.35,0,False
LOT001540,MODEL_B,PRESS_01,Normal,0,98.1,0,False
LOT001541,MODEL_B,PRESS_03,Normal,0,96.86,0,False
LOT001542,MODEL_A,PRESS_03,Delamination,1,0.0,1,True
LOT001543,MODEL_A,PRESS_01,Normal,0,97.81,0,False
LOT001544,MODEL_B,PRESS_02,Normal,0,99.43,0,False
LOT001545,MODEL_A,PRESS_01,Normal,0,98.48,0,False
LOT001546,MODEL_B,PRESS_02,Normal,0,98.81,0,False
LOT001547,MODEL_C,PRESS_03,Normal,0,98.15,0,False
LOT001548,MODEL_C,PRESS_03,Normal,0,98.27,0,False
LOT001549,MODEL_B,PRESS_02,Normal,0,98.97,0,False
LOT001550,MODEL_A,PRESS_03,Normal,0,98.38,0,False
LOT001551,MODEL_A,PRESS_02,Normal,0,98.35,0,False
LOT001552,MODEL_C,PRESS_03,Normal,0,98.86,0,False
LOT001553,MODEL_B,PRESS_01,Normal,0,97.75,0,False
LOT001554,MODEL_B,PRESS_02,Delamination,1,0.0,1,True
LOT001555,MODEL_B,PRESS_02,Delamination,1,0.0,1,True
LOT001556,MODEL_A,PRESS_02,Normal,0,97.26,0,False
LOT001557,MODEL_C,PRESS_01,Normal,0,97.72,0,False
LOT001558,MODEL_C,PRESS_01,Normal,0,98.04,0,False
LOT001559,MODEL_C,PRESS_03,Normal,0,98.15,0,False
LOT001560,MODEL_C,PRESS_01,Normal,0,98.84,0,False
LOT001561,MODEL_A,PRESS_02,Normal,0,97.85,0,False
LOT001562,MODEL_A,PRESS_02,Normal,0,97.84,0,False
LOT001563,MODEL_A,PRESS_02,Normal,0,98.94,0,False
LOT001564,MODEL_C,PRESS_01,Delamination,1,0.0,1,True
LOT001565,MODEL_B,PRESS_01,Normal,0,99.19,0,False
LOT001566,MODEL_B,PRESS_01,Normal,0,97.71,0,False
LOT001567,MODEL_C,PRESS_01,Normal,0,97.85,0,False
LOT001568,MODEL_B,PRESS_01,Normal,0,97.3,0,False
LOT001569,MODEL_C,PRESS_01,Normal,0,96.67,0,False
LOT001570,MODEL_C,PRESS_01,Normal,0,97.62,0,False
LOT001571,MODEL_A,PRESS_03,Normal,0,98.04,0,False
LOT001572,MODEL_B,PRESS_02,Normal,0,98.64,0,False
LOT001573,MODEL_C,PRESS_01,Normal,0,99.08,0,False
LOT001574,MODEL_C,PRESS_02,Normal,0,98.42,0,False
LOT001575,MODEL_A,PRESS_01,Normal,0,99.5,0,False
LOT001576,MODEL_A,PRESS_02,Normal,0,97.86,0,False
LOT001577,MODEL_B,PRESS_01,Normal,0,99.45,0,False
LOT001578,MODEL_C,PRESS_01,Delamination,1,0.0,1,True
LOT001579,MODEL_A,PRESS_01,Normal,0,98.83,0,False
LOT001580,MODEL_B,PRESS_02,Normal,0,98.65,0,False
LOT001581,MODEL_A,PRESS_02,Normal,0,99.32,0,False
LOT001582,MODEL_A,PRESS_02,Normal,0,99.53,0,False
LOT001583,MODEL_B,PRESS_02,Normal,0,97.79,0,False
LOT001584,MODEL_B,PRESS_03,Normal,0,96.88,0,False
LOT001585,MODEL_B,PRESS_03,Normal,0,98.35,0,False
LOT001586,MODEL_A,PRESS_02,Normal,0,98.77,0,False
LOT001587,MODEL_C,PRESS_02,Normal,0,98.49,0,False
LOT001588,MODEL_A,PRESS_02,Normal,0,100.0,0,False
LOT001589,MODEL_C,PRESS_01,Normal,0,98.88,0,False
LOT001590,MODEL_A,PRESS_02,Normal,0,98.88,0,False
LOT001591,MODEL_C,PRESS_01,Normal,0,97.59,0,False
LOT001592,MODEL_B,PRESS_03,Normal,0,98.11,0,False
LOT001593,MODEL_B,PRESS_02,Normal,0,98.83,0,False
LOT001594,MODEL_A,PRESS_03,Normal,0,98.72,0,False
LOT001595,MODEL_C,PRESS_03,Normal,0,98.55,0,False
LOT001596,MODEL_A,PRESS_02,Normal,0,99.38,0,False
LOT001597,MODEL_B,PRESS_03,Normal,0,98.03,0,False
LOT001598,MODEL_C,PRESS_02,Normal,0,98.8,0,False
LOT001599,MODEL_C,PRESS_01,Normal,0,98.04,0,False
LOT001600,MODEL_C,PRESS_01,Normal,0,100.0,0,False
LOT001601,MODEL_A,PRESS_01,Normal,0,97.97,0,False
LOT001602,MODEL_C,PRESS_03,Normal,0,99.96,0,False
LOT001603,MODEL_C,PRESS_02,Normal,0,98.33,0,False
LOT001604,MODEL_A,PRESS_01,Normal,0,98.05,0,False
LOT001605,MODEL_A,PRESS_02,Normal,0,98.48,0,False
LOT001606,MODEL_C,PRESS_01,Normal,0,97.7,0,False
LOT001607,MODEL_A,PRESS_03,Normal,0,97.86,0,False
LOT001608,MODEL_B,PRESS_03,Normal,0,99.65,0,False
LOT001609,MODEL_A,PRESS_01,Normal,0,98.82,0,False
LOT001610,MODEL_A,PRESS_03,Normal,0,99.15,0,False
LOT001611,MODEL_C,PRESS_02,Normal,0,98.18,0,False
LOT001612,MODEL_A,PRESS_01,Normal,0,98.99,0,False
LOT001613,MODEL_C,PRESS_03,Normal,0,98.6,0,False
LOT001614,MODEL_C,PRESS_01,Normal,0,98.01,0,False
LOT001615,MODEL_A,PRESS_01,Normal,0,100.0,0,False
LOT001616,MODEL_A,PRESS_01,Normal,0,97.53,0,False
LOT001617,MODEL_C,PRESS_02,Normal,0,98.56,0,False
LOT001618,MODEL_B,PRESS_02,Normal,0,98.89,0,False
LOT001619,MODEL_A,PRESS_01,Delamination,1,0.0,1,True
LOT001620,MODEL_C,PRESS_01,Normal,0,98.19,0,False
LOT001621,MODEL_A,PRESS_01,Normal,0,98.05,0,False
LOT001622,MODEL_A,PRESS_03,Normal,0,98.75,0,False
LOT001623,MODEL_C,PRESS_03,Normal,0,97.99,0,False
LOT001624,MODEL_A,PRESS_03,Normal,0,99.31,0,False
LOT001625,MODEL_B,PRESS_02,Normal,0,98.67,0,False
LOT001626,MODEL_C,PRESS_02,Normal,0,98.38,0,False
LOT001627,MODEL_B,PRESS_03,Normal,0,98.59,0,False
LOT001628,MODEL_B,PRESS_02,Normal,0,98.87,0,False
LOT001629,MODEL_B,PRESS_02,Normal,0,99.43,0,False
LOT001630,MODEL_A,PRESS_01,Normal,0,98.79,0,False
LOT001631,MODEL_B,PRESS_02,Normal,0,98.65,0,False
LOT001632,MODEL_C,PRESS_01,Normal,0,99.14,0,False
LOT001633,MODEL_A,PRESS_01,Normal,0,97.51,0,False
LOT001634,MODEL_C,PRESS_03,Normal,0,98.12,0,False
LOT001635,MODEL_B,PRESS_03,Normal,0,98.4,0,False
LOT001636,MODEL_B,PRESS_01,Normal,0,97.89,0,False
LOT001637,MODEL_A,PRESS_01,Delamination,1,0.0,1,True
LOT001638,MODEL_B,PRESS_01,Delamination,2,0.0,1,True
LOT001639,MODEL_A,PRESS_03,Normal,0,97.71,0,False
LOT001640,MODEL_A,PRESS_01,Normal,0,97.63,0,False
LOT001641,MODEL_C,PRESS_01,Normal,0,98.5,0,False
LOT001642,MODEL_A,PRESS_01,Normal,0,98.96,0,False
LOT001643,MODEL_B,PRESS_03,Normal,0,98.57,0,False
LOT001644,MODEL_B,PRESS_02,Normal,0,100.0,0,False
LOT001645,MODEL_A,PRESS_03,Normal,0,98.37,0,False
LOT001646,MODEL_A,PRESS_03,Delamination,1,0.0,1,True
LOT001647,MODEL_B,PRESS_01,Normal,0,99.42,0,False
LOT001648,MODEL_B,PRESS_03,Normal,0,98.73,0,False
LOT001649,MODEL_C,PRESS_02,Normal,0,99.44,0,False
LOT001650,MODEL_C,PRESS_02,Normal,0,99.5,0,False
LOT001651,MODEL_A,PRESS_01,Normal,0,98.26,0,False
LOT001652,MODEL_A,PRESS_03,Normal,0,98.09,0,False
LOT001653,MODEL_A,PRESS_03,Normal,0,99.01,0,False
